"Handle","Title","Body(HTML)","Vendor","Type","Published","SKU","Price","Compare At Price","Barcode","Image Src","Weight Unit","Status"
"1-10-2008-audi-r8-lms-tt-02-4x4-touring-car-kit","1/10 2008 Audi R8 LMS TT-02 4x4 Touring Car Kit","<!----Start Overview Tab---->

<div style=""max-width:930px"" class=""mx-auto mb-1 long-desc-content"">
    <section id=""consumerWebCopyDiv"">
        <h3>About the Audi R8 LMS</h3>
        <p>Based upon the Audi sportscar R8 and conforming to GT3 regulations, the Audi R8 LMS was announced in 2008. A 5.2-liter V10 midship engine capable of over 500hp was mounted in a lightweight aluminum space frame. Body sections were modified, and the drivetrain was changed from 4WD to a rear-wheel drive system. From 2009 onward, this car was delivered to racing teams around the world and achieved many racing successes.</p>
    </section>
</div>

<div style=""max-width:930px"" class=""mx-auto mb-1 long-desc-content"">
    <section id=""consumerWebCopyDiv"">
        <h3>Adaptable TT-02 Chassis Offers Balanced Shaft Driven 4WD</h3>
        <p>The shaft driven 4WD TT-02 chassis employs a longitudinal layout with the battery on the left and the motor on the right, to offer excellent stability. In addition, it features identical left and right suspension arms and uprights for ease of assembly, plus easy-to-maintain gearboxes. It is a highly adaptable chassis, as it offers 2 different wheelbases, 2 ground clearance settings and 2 tread set-ups in addition to a range of 10 possible gear ratios. It is not short on looks either, with brake disc-shaped wheel hubs and stylish front bumper supports. Mesh-type wheels are paired with racing slick tires.</p>
    </section>
</div>

<!-- Stop Overview Tab --> <!-- Start Features Tab-->

<div style=""max-width:930px"" class=""mx-auto mb-1 long-desc-content"">
    <section id=""featureListDiv"">
        <!-- Start Key Features-->
        <h3>Features</h3>
        <div class=""row mb-2"">
            <!--- Column 1 -->
            <div class=""col-lg-6 col-sm-12"">
                <ul style=""margin-bottom: 0"">
                    <li>1.0mm-thick polycarbonate body</li>
					<li>The efficient shaft-driven 4WD TT-02 chassis features superior adaptability and stability</li>
					<li>Black 16-spoke wheels are paired with racing slick tires</li>
                </ul>
            </div>
            <!--- Column 2 -->
            <div class=""col-lg-6 col-sm-12"">
                <ul>
                    <li>Includes stickers and window masking tape for use in the painting process</li>
					<li>Includes 540-Type Torque Tuned brushed motor and Hobbywing produced ESC</li>
                </ul>
            </div>
        </div>
	</section>
        <!-- End Key Features-->
  
</div>","Tamiya","Kits","true","TAM58749","122.50","","4950344587490","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM58749_A0_00TIAZWI.jpg?v=1745935783","lb","active"
"1-12-tyrell-p34-six-wheeler","1/12 Tyrell P34 Six Wheeler","<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">
	<style>
		.mediaFeature {padding:2px 0;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>

<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
	<p>Arguably the most radical design ever to compete in Formula 1, the Tyrrell P34 caused a sensation when it was revealed to the public. The car's designer, Derek Gardner, wanted to reduce drag by making the frontal area smaller, so instead of two normal-sized tires he used four small diameter tires that could be steered together. This also meant that the tires would be shrouded by the nose, further reducing drag. Making its debut at the 1976 Spanish GP, the car proved to be competitive, and it reached the pinnacle of its success with drivers Jody Scheckter and Patrick Depailler finishing 1st and 2nd respectively at the Swedish GP.</p>
</div> 
<!-- Stop Overview -->

<!-- Start Features -->
<div id=""featureListDiv"" class=""wrapDiv"">
	<h3 id=""featureList"">Features</h3>
</div>
<div id=""featureListDiv"" class=""row"">
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>New aluminum engine air funnel parts are added</li>
			<li>Photo-etched parts realistically depict brake discs, nose wing end plates, radiator and seatbelt buckle parts for the ultimate finish</li>
			<li>Moving depictions of complex front and rear suspensions employ coil springs</li>
		</ul>
	</div>
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>Detailed DFV engine features depictions of pipes and cables for the ignition system</li>
			<li>Realistic synthetic rubber tires</li>
			<li>Major decals to recreate No.3 and No.4 cars are produced by Cartograf</li>
		</ul>
	</div>
</div>
<!-- End Features -->


</div>
</div>","Tamiya","Vehicles","true","TAM12036","109.67","","4950344075867","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM12036_A6_Z2Y72SSX.jpg?v=1745935789","lb","active"
"1-12-team-lotus-type-72d-1972","1/12 Team Lotus Type 72D 1972","<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">
	<style>
		.mediaFeature {padding:2px 0;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>

<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
	<p>The Lotus 72 was certainly an attention-grabbing car, and not just because of the stunning performance which swept Jochen Rindt to a world championship in 1970. An unmistakable wedge-shaped silhouette, cockpit-side radiators and torsion bar spring suspension were just some of the notable features in its avant-garde design. Team Lotus were never ones to rest upon their laurels, and the 1972 iteration of the car, the 72D was updated across the board - including a high-profile change of sponsor and a striking black color scheme. Burgeoning Brazilian driving sensation Emerson Fittipaldi was right at home in the 72D, and his 5 victories from 12 races were enough to take him to a maiden drivers' championship and Lotus to yet another team championship crown.</p>
</div> 
<!-- Stop Overview -->

<!-- Start Features -->
<div id=""featureListDiv"" class=""wrapDiv"">
	<h3 id=""featureList"">Features</h3>
</div>
<div id=""featureListDiv"" class=""row"">
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>Front and rear suspension with torsion bars is movable to recreate the actual mechanism of the car.</li>
			<li>The steering wheel moves front wheels.</li>
			<li>Detailed DFV engine features depictions of pipes and cables for the ignition system.</li>
			<li>The front fairing and cockpit fairing are detachable.</li>
		</ul>
	</div>
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>Realistic synthetic rubber tires.</li>
			<li>Photo-etched parts are included for the ultimate finish.</li>
			<li>Moving depictions of complex front and rear suspensions employ coil springs.</li>
			<li>Comes with a driver figure.</li>
		</ul>
	</div>
</div>
<!-- End Features -->


</div>
</div>","Tamiya","Vehicles","true","TAM12046","131.57","","4950344063185","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM12046_A1_XLMKGQTN.jpg?v=1745935796","lb","active"
"12054-1-12-tyrrell-003-71-monaco-gp-w-etch-parts","12054, 1/12 Tyrrell 003 '71 Monaco GP w/Etch Parts","The Tyrrell team made their Formula One bow in 1968 using the Matra Ford and quickly achieved excellent results, with a drivers' championship for Jackie Stewart the next season. From the 11th race of 1970 in Canada, the team debuted the in-house designed 001, which paved the way for the 003 and 002 cars piloted in 1971 by Stewart and François Cevert respectively. While a unique integrated front wing and nose with radiator just below caught the eye, the 003 utilized an otherwise orthodox, reliable setup. Stewart achieved 6 wins in 11 races including the Monaco GP, more than enough for that season's drivers' and constructors' titles. Now, the car is immortalized in Tamiya 1/12 scale.","Tamiya","Vehicles","true","TAM12054","110.45","","4950344120543","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM12054_A1_DRJ3U2X3.jpg?v=1745935800","lb","active"
"1-12-honda-cx500-turbo","1/12 Honda CX500 Turbo","<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">
	<style>
		.mediaFeature {padding:2px 0;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>

<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
	<p>The 1980 IFMA trade show in Cologne, Germany saw the debut of the Honda CX500, the world’s first turbocharged production motorcycle. The liquid-cooled V-twin engine was fitted with a turbo unit which was developed together with IHI (Ishikawajima-Harima Heavy Industries). In conjunction with Honda’s computerized fuel injection system, the 500cc engine produced an impressive 82hp. Other technical advances included a cowling which was designed through extensive wind tunnel testing, Honda’s unique Pro-Link rear suspension, and a 4-step adjustable anti nosedive front suspension. With its progressive design and excellent power, the CX500 was one of the most significant motorcycles ever produced.</p>
</div> 
<!-- Stop Overview -->

<!-- Start Features -->
<div id=""featureListDiv"" class=""wrapDiv"">
	<h3 id=""featureList"">Features</h3>
</div>
<div id=""featureListDiv"" class=""row"">
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>1/12 scale assembly plastic model kit of the Honda CX500 Turbo, the world’s first turbo-charged production motorcycle.</li>
			<li>The model features a highly detailed turbo-charged engine which helps you to understand the mechanisms of the turbo system.</li>
			<li>Metal screws are used to attach wheels and front forks for increased rigidity.</li>
		</ul>
	</div>
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
			<li>Front and rear brake pipes as well as other cables are depicted with vinyl tubing.</li>
			<li>One-piece cowling features an integrated headlight.</li>
			<li>High-quality Cartograf markings included.</li>
		</ul>
	</div>
</div>
<!-- End Features -->


</div>
</div>","Tamiya","Vehicles","true","TAM14016","31.29","","4950344079643","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14016_A0_M7BWRBCR.jpg?v=1745935806","lb","active"
"1-20-honda-f1-ra272","1/20 Honda F1 RA272","The 1965 Mexican Grand Prix was not just the last race of the season, but also the last Formula-One race using normally aspirated 1.5liter, displacement engines. The car that won this memorable event was Honda's highly competitive RA272 racing machine, driven by the skilled driver Richie Ginther.","Tamiya","Vehicles","true","TAM20043","30.34","","4950344963263","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM20043_A0_S4KMBMJ7.jpg?v=1745935812","lb","active"
"1-20-tyrell-p34-six-wheeler","1/20 Tyrell P34 Six Wheeler","This 1/20 scale plastic model recreates the Tyrrell P34. The Tyrrell P34 caused a sensation within the F1 world when it was unveiled in 1975. It sought to enhance braking and cornering performance by reducing the size of the drag-inducing front tires while preserving contact patch area through the use of 4 tires, thereby creating the only 6-wheeled machine in F1 history. The Tyrrell P34 appeared at the 1976 Japanese GP in an overall blue livery, with the car numbers and body side stripes in yellow and sponsor markings written in white. Team and driver names were also written in Japanese specifically for this race.","Tamiya","Vehicles","true","TAM20058","39.67","","4950344075850","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM20058_A0_M3PDJ2PJ.jpg?v=1745935818","lb","active"
"1-20-porsche-935-martini","1/20 Porsche 935 Martini","This 1/20 scale model kit recreates the classic Porsche 935 Martini. The kit was first made available as a motorized kit (Item 20005 released in 1977 and 1999). This time, the kit features new Cartograf decals and new solid synthetic rubber slick tires.","Tamiya","Vehicles","true","TAM20070","38.89","","4950344200702","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM20070_A0_94YBASQS.jpg?v=1745935823","lb","active"
"1-20-porsche-935-valliant","1/20 Porsche 935 Valliant","This model kit recreates the Porsche 935 Vaillant in 1/20 scale with new Cartograf decals, tires, and instruction manual. The original model (Item 20008) was sold in 1978 and this year is the 45th anniversary of the release of the model. Kremer Racing was established by Erwin Kremer and his brother Manfred and became known as a company which tuned Porsche 911s. Based on the Porsche 935 which started being sold to the public in 1977, Kremer Racing developed the 935 K2, and it joined races with brilliant green livery of the main sponsor German air conditioner manufacturer Vaillant. It flourished in races held in 1977.","Tamiya","Vehicles","true","TAM20071","36.27","","4950344200719","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM20071_A1_ZLU6LX8R.jpg?v=1745935829","lb","active"
"1-20-toyota-celica-lb-turbo-gr-5","1/20 Toyota Celica LB Turbo Gr.5","<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">
	<style>
		.mediaFeature {padding:2px 0;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>

<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
	<p>The Toyota Celica LB Turbo was a Group 5 car developed for the 1977 DRM (German Racing Championship). Based upon the road car Celica Liftback, the car featured aerodynamic components such as bulging over fenders and rear wing and employed numerous FRP body panels. An extensively modified body and 2,090cc, 560hp inline-4 DOHC turbo engine were utilized for its racing endeavors. This car made its debut in July 1977, and in October of the same year, it beat the Porsche 935 and achieved its maiden victory.</p>
</div> 
<!-- Stop Overview -->
</div>
</div>","Tamiya","Vehicles","true","TAM20072","34.85","","4950344200726","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM20072_A0_9NR2CX3S_b011b257-6649-4cf0-9573-bee1ed11a791.jpg?v=1745935834","lb","active"
"1-24-toyota-soarer-3-0-gt-kit","1/24 Toyota Soarer 3.0 GT Kit","1/24 scale assembly kit of the Toyota Soarer 3.0GT Limited. This model depiction carries the highest trim level of the 2nd generation Soarer which debuted in 1986. It incorporated a 3-liter 24-valve DOHC 6-cylinder turbocharged engine as well as electronically controlled suspension to achieve a balance of performance and comfort.","Tamiya","Vehicles","true","TAM24064","19.20","","4950344078141","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM24064_A0_QKMUIOOZ.jpg?v=1745935839","lb","active"
"1-24-lotus-super-7-series-ii","1/24 Lotus Super 7 Series II","<!-- SKU -->
<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">				
	<style>
		.mediaFeature {padding:2px 0;}
		.safeTech {background:#6f92a5;float:left;padding:20px 0;font-size: 17}
		.safeTech, .safeTech h4 {color:#fff;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>
	

<!-- Start Features -->
<div id=""featureListDiv"" class=""wrapDiv"">
	<h3 id=""featureList"">Features</h3>
</div>
<div id=""featureListDiv"" class=""row"">
	<div class=""columns col-lg-12 col-sm-12"">
		<ul> 
<li>1/24 scale plastic model assembly kit. Length: 139mm, width: 61mm.</li>
<li>Features a realistic recreation of the Ford Cosworth engine under the opening hood.</li>
<li>Redesigned Decals and seatbelt stickers.</li>
<li>C Parts are now molded in white for easier painting.</li>
<li>Choose whether to assemble as a road car, or a Clubman racer (with dedicated racing screens and roll bar).</li>
		</ul>
	</div>
</div>
<!-- End Features -->
	
	
<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">LOTUS SUPER 7 SERIES II</h3>
<p>This 1/24 scale model kit recreates the classic Super Seven kit car. The Super 7 is a legendary kit car that has spawned legions of fans since its release in 1957, and lives on today, manufactured by Caterham. Lotus developed and sold Seven cars first, however, and the enhanced Super 7 version of the car was powered by a 4-cylinder 1.3-liter Ford Cosworth engine, achieving a top speed of over 160km/h. Simple yet effective designs such as rack and pinon steering and drum brakes made its assembly accessible to the home constructor.</p>  
</div> 
<!-- Stop Overview -->

	


	
</div>  </div>","Tamiya","Vehicles","true","TAM24357","26.23","","4950344243570","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM24357_A4_92NSXIYT.jpg?v=1745935845","lb","active"
"1-24-lotus-europa-special-scale-model","1/24 Lotus Europa Special Scale Model","The Lotus Europa debuted in 1966, showcasing what was then a revolutionary midship layout, with a lightweight FRP body, making a global splash. In 1972 perhaps the finest model in the series was released, with a 126hp 1.6-liter inline-4 engine, optional 5-speed transmission and aluminum wheels. The body was finished in the colors of a famous Lotus racing car livery, fittingly for a car which bears testament to Lotus founder Colin Chapman's dedication to innovation.","Tamiya","Vehicles","true","TAM24358","40.11","","4950344243587","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM24358_A8_SNIKJZXX.jpg?v=1745935850","lb","active"
"1-48-m4-sherman-tank-early","1/48 M4 Sherman Tank-Early","","Tamiya","Vehicles","true","TAM32505","26.45","","4950344061105","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32505_A0_UABXBAWX_ee99e6a5-624c-4213-affc-bb4b6cf38f80.jpg?v=1745935855","lb","active"
"1-48-u-s-tank-destroyer-m10-mid-production","1/48 U.S. Tank Destroyer M10, Mid,Production","","Tamiya","Vehicles","true","TAM32519","27.22","","4950344061129","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32519_A0_J0HMEUN6_4a11f296-441a-4795-8486-b16e2df93ae7.jpg?v=1745935861","lb","active"
"1-48-us-2-5-ton-6x6-cargo-truck","1/48 US 2.5 Ton 6x6 Cargo Truck","","Tamiya","Vehicles","true","TAM32548","30.34","","4950344325481","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32548_A0_WHFDN8VA.jpg?v=1745935866","lb","active"
"us-airfield-2-1-2-ton-fuel-truck","US Airfield 2 1/2 ton Fuel Truck","","Tamiya","Vehicles","true","TAM32579","31.11","","4950344325795","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32579_A0_IWF8MLR2.jpg?v=1745935871","lb","active"
"1-48-german-panzer-38-t-ausf-e-f","1/48 German Panzer 38 (t) Ausf. E/F","","Tamiya","Vehicles","true","TAM32583","23.34","","4950344325832","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32583_A0_QZTLMFSU.jpg?v=1745935878","lb","active"
"1-48-german-panzer-iv-ausf-h","1/48 German Panzer IV Ausf. H","","Tamiya","Vehicles","true","TAM32584","27.22","","4950344325849","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32584_A0_5H3FKV1B_ce7c2659-05db-415e-a6a8-a5586ecf852d.jpg?v=1745935884","lb","active"
"1-48-british-7ton-armored-car-mk-iv","1/48 British 7ton Armored Car Mk.IV","","Tamiya","Vehicles","true","TAM32587","18.28","","4950344325870","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32587_A0_SZAHNP0O_01d18657-18ed-4a78-8248-01508543fe32.jpg?v=1745935889","lb","active"
"1-48-german-heavy-tank-destroyer-elefant","1/48 German Heavy Tank Destroyer Elefant","","Tamiya","Vehicles","true","TAM32589","28.78","","4950344325894","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32589_A0_I0PHN9R6_fed04d10-3368-48e9-b156-b1f3c19a836a.jpg?v=1745935895","lb","active"
"1-48-german-38cm-assult-mortar-sturmtiger","1/48 German 38cm Assult Mortar Sturmtiger","","Tamiya","Vehicles","true","TAM32591","28.78","","4950344325917","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32591_A0_8P7VY1SA_1109a61c-203a-47e7-a001-ecd046b954d1.jpg?v=1745935900","lb","active"
"1-48-u-s-main-battle-tank-m1a2-abrams-model-kit","1/48 U.S. Main Battle Tank M1A2 Abrams Model Kit","","Tamiya","Vehicles","true","TAM32592","28.00","","4950344325924","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32592_A0_YVTFAGLB.jpg?v=1745935905","lb","active"
"1-48-british-tank-churchill-mk-vii-crocodile","1/48 British Tank Churchill Mk.VII Crocodile","","Tamiya","Vehicles","true","TAM32594","28.78","","4950344325948","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32594_A0_U1UYVOA5.jpg?v=1745935911","lb","active"
"1-48-russian-medium-tank-t-55","1/48 Russian Medium Tank T-55","","Tamiya","Vehicles","true","TAM32598","24.11","","4950344325986","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM32598_A2_UD7EOVPU.jpg?v=1745935919","lb","active"
"1-35-german-jagdpanzer-iv-70-lang","1/35 German Jagdpanzer IV/70, Lang","","Tamiya","Vehicles","true","TAM35340","60.67","","4950344353408","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM35340_A0_0CVWG2BT.jpg?v=1745935923","lb","active"
"1-12-suzuki-gsx1100s-katana","1/12 Suzuki GSX1100S Katana","","Tamiya","Motorcycles","true","TAM14010","15.71","","4950344995028","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14010_A0_OV7UV1X8.jpg?v=1745935929","lb","active"
"1-12-yamaha-virago-xv1000","1/12 Yamaha Virago XV1000","<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
<p>The motorcycle, along with the automobile, has played a big role in transporting humans from place to place for many years. Man has always been able to adapt his tools for specific needs, and as the motorcycle became more and more a sport, or leisure transportation vehicle, it has been designed for more specific purposes. The off road, touring, motocross and speed bikes as well as the basic transportation motorcycle can be seen in most countries, but America seems to have a certain styling all its own. This so called ""Chopper style"" came about during the mid 1960's from the many modified Harley's done by members of the many motorcycle clubs around the country. There are many long straight stretches of good, high speed roadways in America, and to sit back comfortably, with feet resting on forward pedals and sitting on a very relaxing saddle, brought about these modifications. The Yamaha Company of Japan is well known for quality bikes around the world, and they have been making bikes for specific areas for years.</p> 
	
<p>The Yamaha XS650 Special released in 1978 had the American look, and since then this company has marketed bikes with similar styling. The XV1000 Virago is their latest, large bore, American styled motorcycle and sure to become popular. Its front wheel caster angle of 32 degrees provides an extended wheel base of 1525mm, making its straight running ability superb. The wide, pull back type of handle bars and the forward placed foot rests, allow the rider to sit up as if he was on a horse. A separate looking, loose cushion seat is almost like sitting on a sofa, and it is positioned at a height of only 715mm. The 70hp 981cc twin cylinder is in the ""V"" format and transmits its power via an enclosed drive shaft for quiet, maintenance free operation. The bike comes with much chrome and lots of gold plating, but it is done in such a manner that the bike does not look gaudy. It is a luxurious and comfortable riding motorcycle, designed for the American bike enthusiast, but sure to be well received throughout the globe. The Virago seems to have the custom made finish and individual 60's styling that characterizes the true ""Chopper"" of America.</p>  

</div> 
<!-- Stop Overview -->","Tamiya","Motorcycles","true","TAM14044","24.11","","4950344992102","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14044_A0_3L9CYL14.jpg?v=1745935935","lb","active"
"1-12-honda-vfr-750r","1/12 Honda VFR 750R","<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
<p>Honda's release of their limited production, road-going, ""works racer"" VFR750R made headlines in the motorcycle scene in 1987. The VFR750R is a street-legal counterpart of the formidable RVF750 endurance racer which displayed remarkable potential in the world endurance championships. This bike follows the concept seen in the RVF750, including the use of space-age technology and components such as titanium, carbon-fiber, kevlar, and magnesium. It betters the earlier bikes by a wide margin. The VFR750R also uses a twin-spar aluminum box frame, Pro-Arm (rear swing arm), and a center-lock hub rear wheel. These superlative features and the RVF's racing reputation have made it a collector's item even before the first unit was off the production line. The 748cc, liquid cooled, V4 cylinder 16 valve engine has been kept compact to keep the VFR's overall dimensions very close to the current 500cc Grand Prix racers, for a minimum frontal area. Further, this motorcycle departs from the typical Japanese mass-production practice by using a great deal of human labor on each unit, such as the FRP cowling and windscreen being laid up by hand. The Honda VFR750R is one potent package and has been designed to be very competitive on racing tracks in stock form, yet remain street legal. It will remain a desirable and elusive high performance bike for years to come.</p>  

</div> 
<!-- Stop Overview -->","Tamiya","Motorcycles","true","TAM14057","23.34","","4950344995042","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14057_A0_B0HNL8HH.jpg?v=1745935940","lb","active"
"1-12-repsol-honda-rc213v-14","1/12 Repsol Honda RC213V '14","","Tamiya","Motorcycles","true","TAM14130","47.45","","4950344141302","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14130_A0_638NOT86.jpg?v=1745935946","lb","active"
"1-12-kawasaki-ninja-h2r","1/12 Kawasaki Ninja H2R","","Tamiya","Motorcycles","true","TAM14131","45.11","","4950344141319","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14131_A0_ARC7JKOU_b063a83c-69c4-4c7a-a23b-9a1db78ec53e.jpg?v=1745935951","lb","active"
"1-12-ducati-1199-panigale-s-tricolore","1/12 Ducati 1199 Panigale S Tricolore","This scale model assembly kit depicts the Tricolore version of the thoroughbred Ducati 1199 Panigale S. As its name suggests, the Tricolore came in a 3-color scheme: red, white and green to match the colors of the famous tricolore italiano national flag, in commemoration of the 150th anniversary of Italian reunification. It shared most of the base bike’s revolutionary design, including the 1,198cc L-Twin engine integrated into the monocoque frame and directly connected to the swing arm, damper unit, and so on.","Tamiya","Motorcycles","true","TAM14132","44.34","","4950344141326","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14132_A0_JNAU9YPA_55815456-1b07-416b-b7af-df9a8c1a5425.jpg?v=1745935956","lb","active"
"1-12-yamaha-yzf-r1m","1/12 Yamaha YZF-R1M","<!-- SKU -->
<div class=""mx-auto mb-1"" style=""max-width:930px"">

<div class=""landing-content"">				
	<style>
		.mediaFeature {padding:2px 0;}
		.safeTech {background:#6f92a5;float:left;padding:20px 0;font-size: 17}
		.safeTech, .safeTech h4 {color:#fff;}
	</style>
	<style>
	.aligncenter {
		text-align: center;
	}
	</style>
	


<!-- Start Features -->
<div id=""featureListDiv"" class=""wrapDiv"">
	<h3 id=""featureList"">Features</h3>
</div>
<div id=""featureListDiv"" class=""row"">
	<div class=""columns col-lg-12 col-sm-12"">
		<ul> 
<li>1/12 scale plastic model assembly kit.</li>
<li>Multi-piece recreation of the 4-cylinder engine has superlative detail, from the fine depictions of the radiator, oil cooler and complex cover, to the tubing included to recreate various lines.</li>
<li>Depictions of engine, swing arm, front fork, upper cowl and more are screw-fixed to the frame for maximum precision and durability.</li>
<li>New synthetic rubber tires depict Bridgestone Battlax RS10s with realistically-recreated tread pattern.</li>
<li>Metal transfer to depict Yamaha emblem included.</li>
		</ul>
	</div>
	<div class=""columns col-lg-6 col-sm-12"">
		<ul> 
		</ul>
	</div>
</div>
<!-- End Features -->

<!-- Start Overview -->
<div id=""consumerWebCopyDiv"" class=""wrapDiv"">
	<h3 id=""consumerWebCopy"">Overview</h3>
<p>This scale model assembly kit recreates the 2018 spec of the highly successful YZF-R1M. 2018 is a landmark year for the long-running YZF-R1, as it celebrates its 20th anniversary. The YZF-R1M is the eighth generation of the bike, released in 2015. It was designed as a circuit motorcycle, and its design and technology were heavily influenced by data harvested from the YZR-M1 MotoGP bike. The YZF-R1M has appeared in races such as the Superbike World Championship and All Japan Road Race Championship, one of its highly notable achievements being an astounding three back-to-back wins of the Suzuka 8 Hours between 2015 and 2017. The Tamiya assembly kit model faithfully captures all the details of the full-size bike in every way.</p>  

</div> 
<!-- Stop Overview -->

	
</div>  </div>","Tamiya","Motorcycles","true","TAM14133","42.78","","4950344141333","https://cdn.shopify.com/s/files/1/0597/9426/0056/files/TAM14133_A0_UKO78WES_cb698bc2-a835-4e34-b7c4-1a899669addc.jpg?v=1745935962","lb","active"
